iter	Logloss
111	0.4129745498
112	0.4121019865
113	0.4113676431
114	0.4104828275
115	0.4093564555
116	0.4084431447
117	0.4081087373
118	0.4071358448
119	0.4060715196
120	0.4054402
121	0.4041936935
122	0.4032762058
123	0.40240921
124	0.4013714862
125	0.4004586524
126	0.3996910022
127	0.3986373222
128	0.3982338874
129	0.3977041072
130	0.3971413511
131	0.3961588934
132	0.3955288914
133	0.3944658102
134	0.3934541325
135	0.3924788789
136	0.3916216597
137	0.3909738986
138	0.3902503105
139	0.3893481471
140	0.3889651712
141	0.3882482177
142	0.3881213602
143	0.3872429575
144	0.386385856
145	0.3855294272
146	0.3845650527
147	0.3835442685
148	0.3833720744
149	0.3832652689
150	0.3826238185
151	0.3819976231
152	0.3811924442
153	0.3806794766
154	0.3797906123
155	0.3793826565
156	0.378848728
157	0.3781695586
158	0.3773782097
159	0.3770962011
160	0.3765499312
161	0.3759512778
162	0.3755832445
163	0.3750954062
164	0.3746669142
165	0.374426543
166	0.374012507
167	0.3733493725
168	0.3726127445
169	0.372169393
170	0.3716786865
171	0.3712235182
172	0.3705528499
173	0.3699732703
174	0.3695569899
175	0.3691796172
176	0.3684175069
177	0.3679757052
178	0.3678634428
179	0.3674286568
180	0.3666753063
181	0.3664305193
182	0.3663603649
183	0.3660177712
184	0.3656056359
185	0.3649820274
186	0.3645737106
187	0.3636822761
188	0.3630894681
189	0.3624924925
190	0.3621055507
191	0.3617579441
192	0.3611823699
193	0.3603968305
194	0.3598819521
195	0.359395817
196	0.3589285194
197	0.3585316429
198	0.3581818127
199	0.3576878611
200	0.3571151309
201	0.3569468928
202	0.3565110603
203	0.3557429196
204	0.355280321
205	0.3548614772
206	0.354298482
207	0.3536820813
208	0.3533336953
209	0.3530685674
210	0.3527443413
211	0.3524335715
212	0.3521746286
213	0.3515176965
214	0.3513983599
215	0.3508109312
216	0.3503868249
217	0.3500780174
218	0.3496150677
219	0.3493933296
220	0.3491293129
221	0.3487350642
222	0.3484402723
223	0.3480384218
224	0.3475437511
225	0.3473770387
226	0.3470031505
227	0.3467450098
228	0.346462358
229	0.3459891721
230	0.3457277626
231	0.3452418299
232	0.344965689
233	0.3445770559
234	0.3441408521
235	0.3436142351
236	0.3432048533
237	0.3431162555
238	0.3427985096
239	0.3423933805
240	0.3420619762
241	0.3417603392
242	0.3413211124
243	0.3407661725
244	0.3403245679
245	0.340050051
246	0.3394721712
247	0.3393478608
248	0.3392222061
249	0.3389836753
250	0.3387079735
251	0.3383429562
252	0.3380186309
253	0.3375216685
254	0.3372170756
255	0.3367960829
256	0.3362508061
257	0.3357384138
258	0.3353701249
259	0.334971349
260	0.3345890391
261	0.3340897315
262	0.3337973222
263	0.3333323777
264	0.3328114366
265	0.3323175237
266	0.3320696928
267	0.3318966076
268	0.3315140736
269	0.3312615294
270	0.3310104905
271	0.3306459088
272	0.3303956343
273	0.3303803051
274	0.3298962313
275	0.3295958113
276	0.3292996586
277	0.3288669252
278	0.3285201824
279	0.3281113204
280	0.3277562155
281	0.3275051375
282	0.3272360062
283	0.3270531024
284	0.3267031811
285	0.3261714304
286	0.3259182267
287	0.3256498859
288	0.3253217506
289	0.3251485433
290	0.324673154
291	0.3244454839
292	0.324182129
293	0.3238797857
294	0.323603281
295	0.3233680253
296	0.3229822735
297	0.3227188861
298	0.3224097221
299	0.3220068512
300	0.3219231395
301	0.321464407
302	0.3211759971
303	0.3208737396
304	0.32043297
305	0.3201140321
306	0.3199204912
307	0.3196658267
308	0.3194040493
309	0.3189646839
310	0.3187234346
311	0.3183713443
312	0.3181220326
313	0.3178377233
314	0.3175774795
315	0.3171346985
316	0.3165827636
317	0.3164322825
318	0.3160787908
319	0.3156683859
320	0.3154248587
321	0.3151207447
322	0.3145889726
323	0.314404556
324	0.3140380651
325	0.313689588
326	0.3133807274
327	0.3130801691
328	0.3128758974
329	0.3125495055
330	0.3122234462
331	0.3117373599
332	0.3114719326
333	0.311015673
334	0.3107630145
335	0.3103647427
336	0.3102136299
337	0.30984326
338	0.3095996936
339	0.3094164358
340	0.3091475487
341	0.3086813223
342	0.3085085992
343	0.3082316082
344	0.3079273748
345	0.3076187251
346	0.3072403269
347	0.306933607
348	0.3066394867
349	0.3064285435
350	0.3063305509
351	0.3061252761
352	0.3059656961
353	0.3057481351
354	0.3054648517
355	0.3052711027
356	0.3049754542
357	0.3045721872
358	0.3044168653
359	0.3041131061
360	0.3036680149
361	0.3034689271
362	0.3031554864
363	0.3027901648
364	0.3024259099
365	0.3021098608
366	0.3017371216
367	0.3015956325
368	0.3014216276
369	0.3009973698
370	0.3007479183
371	0.3004708989
372	0.3001605036
373	0.2998969889
374	0.2996520635
375	0.2994173976
376	0.2989618049
377	0.2987660352
378	0.2985583127
379	0.2980971275
380	0.297939195
381	0.2977704488
382	0.2974442342
383	0.2971625659
384	0.2968623282
385	0.2964834701
386	0.2961051106
387	0.2958674055
388	0.2955849357
389	0.2952780138
390	0.2950526995
391	0.2947605636
392	0.2947562904
393	0.2945564858
394	0.2942698218
395	0.2940697815
396	0.2938352257
397	0.2935867086
398	0.2934371441
399	0.2931556492
400	0.2928737387
401	0.292536188
402	0.2922925423
403	0.2921087461
404	0.2918646229
405	0.2918540344
406	0.2917303647
407	0.2914675884
408	0.2912949503
409	0.2910246226
410	0.2907060692
411	0.2904150105
412	0.2901504281
413	0.2898366339
414	0.2895933553
415	0.2894058831
416	0.2890805759
417	0.2888158838
418	0.2884558545
419	0.2883123001
420	0.2880109474
421	0.2876822356
422	0.2875982086
423	0.2873619393
424	0.2871284141
425	0.2869192977
426	0.2866168593
427	0.2863939938
428	0.2862530609
429	0.2859721224
430	0.2856765031
431	0.285366734
432	0.2851294864
433	0.2847584714
434	0.2846144077
435	0.2843761231
436	0.2841660391
437	0.2838283817
438	0.2836161685
439	0.2833930877
440	0.2832011604
441	0.2829375149
442	0.2825197632
443	0.282317985
444	0.2821339198
445	0.2819436542
446	0.2816960441
447	0.2813546165
448	0.2810594131
449	0.2809278593
450	0.2808060839
451	0.2805116219
452	0.2802648961
453	0.279941937
454	0.2796540413
455	0.2793619917
456	0.2790823473
457	0.2788964483
458	0.2786473271
459	0.2782967981
460	0.2781191482
461	0.277908727
462	0.2777021694
463	0.2774587588
464	0.277351574
465	0.2770920231
466	0.2767643049
467	0.2764599723
468	0.2762605256
469	0.2760841669
470	0.2757726463
471	0.2756057583
472	0.2754690704
473	0.2752261877
474	0.2749746861
475	0.2748011769
476	0.274674686
477	0.274421135
478	0.2740278583
479	0.2737791227
480	0.2736198403
481	0.2734984537
482	0.2732944621
483	0.273079329
484	0.2727983056
485	0.2725496969
486	0.2724126399
487	0.2720796063
488	0.2717458573
489	0.2715630183
490	0.2713949626
491	0.2711494635
492	0.2710417279
493	0.2708034202
494	0.2707027318
495	0.2704365344
496	0.2702732249
497	0.27009994
498	0.269984329
499	0.2698206649
500	0.269599691
501	0.2693848577
502	0.2691721917
503	0.2690180581
504	0.2685429115
505	0.2682797295
506	0.2680623119
507	0.2677759816
508	0.2675407424
509	0.267334704
510	0.2670956505
511	0.2669413242
512	0.2666739726
513	0.2666713629
514	0.2664912214
515	0.2662656571
516	0.2660125212
517	0.2658249215
518	0.2656604649
519	0.2653530862
520	0.2651144278
521	0.2647006601
522	0.2645446026
523	0.2643223225
524	0.2641297197
525	0.2638809857
526	0.2636426845
527	0.2634236615
528	0.2632898822
529	0.2630665681
530	0.2627436569
531	0.2625085939
532	0.2623921338
533	0.2621543982
534	0.2619117358
535	0.2615873926
536	0.2614080533
537	0.261138516
538	0.2609176347
539	0.2606615406
540	0.2604371432
541	0.2603582682
542	0.2602216464
543	0.2600138386
544	0.2598548522
545	0.2597414191
546	0.2595299264
547	0.2593855203
548	0.259234446
549	0.259070647
550	0.2588546362
551	0.2585959212
552	0.2583873516
553	0.2582310396
554	0.258033802
555	0.2578458176
556	0.2576438341
557	0.2575065151
558	0.2572437695
559	0.257036184
560	0.2567453774
561	0.2567119351
562	0.2564439852
563	0.2562715448
564	0.2560913714
565	0.2560420158
566	0.2559356194
567	0.2557472219
568	0.2555239361
569	0.2554179786
570	0.2551923137
571	0.2549540496
572	0.2546888119
573	0.2545246512
574	0.2543469087
575	0.2540716804
576	0.2537664809
577	0.2535691317
578	0.2533771634
579	0.2532926139
580	0.2531144243
581	0.2531067322
582	0.2529354547
583	0.2527717884
584	0.2525799959
585	0.2523781165
586	0.252293377
587	0.2521232653
588	0.2520097418
589	0.2516518289
590	0.25134127
591	0.2511293578
592	0.2509785026
593	0.2508529875
594	0.2506867894
595	0.2504167543
596	0.2502240182
597	0.2499840086
598	0.2498141298
599	0.2495998888
600	0.2493715362
601	0.2491251396
602	0.2489697364
603	0.2486615167
604	0.2483650376
605	0.248232477
606	0.2480019329
607	0.2477756546
608	0.2475777244
609	0.2474702546
610	0.2472688674
611	0.2470691751
612	0.24680575
613	0.2466398796
614	0.2464661502
615	0.2461827098
616	0.2460735324
617	0.2458635952
618	0.245637129
619	0.2455303804
620	0.2452753076
621	0.2451671649
622	0.2449441078
623	0.2446774738
624	0.2445969657
625	0.2444981162
626	0.2444080138
627	0.2442516365
628	0.2440485116
629	0.2439155517
630	0.243798983
631	0.2434657331
632	0.2432102415
633	0.2429804109
634	0.2427914616
635	0.2425992347
636	0.2423698173
637	0.2420930069
638	0.2419517776
639	0.2418456019
640	0.2415277778
641	0.2413565708
642	0.2411047789
643	0.2408830381
644	0.2407568966
645	0.240575453
646	0.240386711
647	0.2399990439
648	0.2397394213
649	0.2394995544
650	0.239338445
651	0.2391385482
652	0.2389228194
653	0.2386669368
654	0.2385519168
655	0.2384971072
656	0.2381974846
657	0.2381164121
658	0.237973153
659	0.2378763435
660	0.2376927209
661	0.2374823613
662	0.2372716643
663	0.2370412619
664	0.2368732044
665	0.2366889141
666	0.2366160283
667	0.236320839
668	0.2361508662
669	0.2359742729
670	0.2357681647
671	0.2355913352
672	0.235362719
673	0.2351239093
674	0.2350146104
675	0.2348218839
676	0.2346667127
677	0.2345571942
678	0.2343099628
679	0.2341657766
680	0.2338082572
681	0.2336794084
682	0.2334375021
683	0.2332407221
684	0.2330406261
685	0.2327924065
686	0.23262979
687	0.232396098
688	0.2322435448
689	0.2321197053
690	0.231958325
691	0.2317638865
692	0.2315803671
693	0.2314809973
694	0.2313793714
695	0.2312841615
696	0.231068698
697	0.2308301523
698	0.2307341785
699	0.2305856215
700	0.2304272168
701	0.230212461
702	0.2300459729
703	0.2297977272
704	0.2295352132
705	0.2293122657
706	0.2291238461
707	0.2289494646
708	0.2286357886
709	0.2284961902
710	0.2282338151
711	0.2281661771
712	0.2280194186
713	0.2278203894
714	0.2275762866
715	0.2273595013
716	0.2272220396
717	0.2270754388
718	0.2269111049
719	0.2266089054
720	0.2264035137
721	0.2262115417
722	0.2259404031
723	0.225832146
724	0.2255225939
725	0.225394502
726	0.225184397
727	0.2250480906
728	0.2247939107
729	0.2247020325
730	0.2246376227
731	0.224352294
732	0.2242239032
733	0.2240722997
734	0.2239761378
735	0.2238441908
736	0.2237428118
737	0.2233914043
738	0.2232696962
739	0.2232228429
740	0.2230343344
741	0.2228029172
742	0.2227434349
743	0.2226369546
744	0.2224901596
745	0.2222452155
746	0.2221198882
747	0.2219741254
748	0.2216698084
749	0.2215742629
750	0.2213805121
751	0.2213759361
752	0.2212526991
753	0.2211460822
754	0.2210109079
755	0.2208669889
756	0.2207595453
757	0.2204524671
758	0.2203242286
759	0.2200695579
760	0.2199861644
761	0.2198734047
762	0.219631666
763	0.219416249
764	0.2192719305
765	0.2190566815
766	0.218985219
767	0.2188857457
768	0.2186596
769	0.2184764021
770	0.2183929868
771	0.2182641606
772	0.2180573555
773	0.2178723819
774	0.2177820958
775	0.217603427
776	0.2174218071
777	0.2172878039
778	0.2172192059
779	0.2171253113
780	0.2169776515
781	0.2167801175
782	0.2165996368
783	0.2164123809
784	0.21624489
785	0.2161106544
786	0.2160338799
787	0.2159376996
788	0.2158204051
789	0.2157896335
790	0.2157339405
791	0.215639008
792	0.2154547387
793	0.2152251223
794	0.2151811917
795	0.2150178737
796	0.214873145
797	0.2147677702
798	0.2146443031
799	0.2145696807
800	0.214394816
801	0.2142464315
802	0.2141546764
803	0.2139500531
804	0.213765796
805	0.2136037867
806	0.2135034395
807	0.2134248039
808	0.2132666166
809	0.2131519242
810	0.2129427935
811	0.212848275
812	0.2127661602
813	0.2126272454
814	0.2124904018
815	0.2123465206
816	0.2120996815
817	0.2120401277
818	0.211961471
819	0.2119113969
820	0.2116995733
821	0.2115206357
822	0.2113329387
823	0.2112705165
824	0.2111567153
825	0.2109799607
826	0.2109167426
827	0.2107537156
828	0.2106549727
829	0.2105245406
830	0.210441146
831	0.2102957266
832	0.2102911645
833	0.2101739365
834	0.2099468463
835	0.2096846403
836	0.2095113162
837	0.2093732897
838	0.2093047117
839	0.2092292292
840	0.2090897566
841	0.2089591437
842	0.2088128816
843	0.2087148234
844	0.2085090004
845	0.2083827855
846	0.2083095096
847	0.2082462599
848	0.2081080648
849	0.2078946388
850	0.2077163157
851	0.2075309181
852	0.2073906735
853	0.2073329822
854	0.2070475881
855	0.2069746668
856	0.2068765246
857	0.2067678432
858	0.2065991876
859	0.2064184794
860	0.2062373861
861	0.2061105265
862	0.2060033458
863	0.2059044075
864	0.2057842297
865	0.2056469624
866	0.2055077968
867	0.2053282131
868	0.2052035176
869	0.2049532973
870	0.2049162752
871	0.2048212557
872	0.2045156289
873	0.2044201825
874	0.2043376433
875	0.2042528981
876	0.2040784084
877	0.2040217498
878	0.2039364056
879	0.2038603161
880	0.2037727323
881	0.2036344238
882	0.2034339227
883	0.2032270683
884	0.203145953
885	0.2029866524
886	0.2027006432
887	0.2025645261
888	0.2023072641
889	0.2021680403
890	0.2020689378
891	0.2019833363
892	0.2018100463
893	0.2016098783
894	0.201426602
895	0.2011889159
896	0.2010278824
897	0.2009865522
898	0.2008940755
899	0.2007196028
900	0.2006115861
901	0.2004440161
902	0.2003395756
903	0.2002288514
904	0.2001952413
905	0.2000967175
906	0.1999601603
907	0.1998675548
908	0.1998143796
909	0.1996883935
910	0.1994941746
911	0.1994039378
912	0.1993224926
913	0.1992244035
914	0.1990392757
915	0.1988497836
916	0.1987788268
917	0.198611199
918	0.198529549
919	0.1984915605
920	0.1983617899
921	0.1983042213
922	0.1981801936
923	0.1980395655
924	0.1979364009
925	0.197867752
926	0.1976967507
927	0.1975947919
928	0.197391684
929	0.1973016951
930	0.1971077041
931	0.1969848618
932	0.1969333055
933	0.1968369696
934	0.1967833056
935	0.1966470281
936	0.196613237
937	0.1965377776
938	0.1964187504
939	0.196204781
940	0.1960018249
941	0.1958253329
942	0.1957534666
943	0.195641573
944	0.1955374297
945	0.1954161412
946	0.1952328063
947	0.1950788205
948	0.1949355624
949	0.1947853024
950	0.1945827844
951	0.1944558125
952	0.1943812382
953	0.1943332841
954	0.194272565
955	0.1942191898
956	0.1941636345
957	0.1939167003
958	0.193804548
959	0.1936472226
960	0.1935484613
961	0.1934083941
962	0.1933744309
963	0.1932032244
964	0.193032026
965	0.1929515242
966	0.1927895619
967	0.1927171655
968	0.1926767034
969	0.1925632997
970	0.1923152152
971	0.192228391
972	0.1920777487
973	0.1918541317
974	0.191608465
975	0.1915060612
976	0.1913002359
977	0.1912300217
978	0.1910527602
979	0.1909287169
980	0.1907365287
981	0.1905546071
982	0.1904160735
983	0.1902823919
984	0.1901690781
985	0.1901348759
986	0.190039634
987	0.1900020996
988	0.1899472833
989	0.1898326874
990	0.1897206407
991	0.1896663479
992	0.1895866636
993	0.189423406
994	0.1892755763
995	0.1891739791
996	0.1890876182
997	0.1890160915
998	0.1888444039
999	0.1886972751
