iter	Logloss
111	0.4195372937
112	0.4189083489
113	0.4181317358
114	0.4173198543
115	0.4165592671
116	0.4160484019
117	0.4153678695
118	0.4150901904
119	0.4140956972
120	0.4132421301
121	0.4124837133
122	0.4115904866
123	0.4108333522
124	0.4107156944
125	0.4101444098
126	0.4092999179
127	0.4086322859
128	0.4076198013
129	0.4071825386
130	0.4064032287
131	0.405594888
132	0.4049413462
133	0.4042134925
134	0.4037692493
135	0.4028927902
136	0.4026864748
137	0.4024760792
138	0.4021158265
139	0.4014581203
140	0.4007575609
141	0.4002548227
142	0.3998215013
143	0.3993133187
144	0.3988341127
145	0.3979976571
146	0.3978848987
147	0.3974473849
148	0.3968515376
149	0.3963636479
150	0.3962293537
151	0.3958949907
152	0.3954072977
153	0.394701019
154	0.3942486597
155	0.393709622
156	0.3934315667
157	0.3930170428
158	0.3927489915
159	0.3923570446
160	0.3921042346
161	0.3917565725
162	0.3912518137
163	0.3906998226
164	0.3901833381
165	0.3895381947
166	0.3891463308
167	0.3884112192
168	0.3878815009
169	0.3877917687
170	0.3873069295
171	0.3867787459
172	0.3862434016
173	0.3859435259
174	0.385756681
175	0.385455967
176	0.3852180846
177	0.3845278721
178	0.3839279313
179	0.3838326737
180	0.3833004759
181	0.3829923069
182	0.3827464664
183	0.3821638057
184	0.3816996822
185	0.3811910096
186	0.3806334589
187	0.3803273612
188	0.3799091676
189	0.3794241165
190	0.3791449223
191	0.3786315373
192	0.378222231
193	0.3778797542
194	0.3775650816
195	0.3772620193
196	0.3771747534
197	0.3766443872
198	0.3762374279
199	0.3757091714
200	0.3753906247
201	0.3753562454
202	0.3749653005
203	0.3745224885
204	0.3741829311
205	0.3740618352
206	0.3736929392
207	0.3729715543
208	0.3726329201
209	0.3721855882
210	0.3719221272
211	0.3717321399
212	0.3714104539
213	0.3711502181
214	0.3711208479
215	0.3708712204
216	0.3704184212
217	0.3702221761
218	0.3699429297
219	0.3696751007
220	0.3693688513
221	0.368887932
222	0.3685100586
223	0.368311254
224	0.3680058644
225	0.3677481286
226	0.3674174862
227	0.3668438629
228	0.3666358907
229	0.3661132674
230	0.3657663217
231	0.3652643599
232	0.3649760009
233	0.3646965932
234	0.3644804487
235	0.3641910658
236	0.3639999836
237	0.3636645812
238	0.3634272324
239	0.363157503
240	0.362753102
241	0.3623648859
242	0.3620115543
243	0.3615265312
244	0.3612456739
245	0.3609051635
246	0.3605502793
247	0.3602037564
248	0.3599022517
249	0.3596527881
250	0.3593537195
251	0.3590278369
252	0.3588240908
253	0.3584510291
254	0.3582052033
255	0.3577811059
256	0.3575474297
257	0.357206256
258	0.3571915489
259	0.3568174234
260	0.356674166
261	0.3565568043
262	0.3563487423
263	0.3558665672
264	0.3556175088
265	0.355268204
266	0.3549095464
267	0.354578607
268	0.3542498157
269	0.3542435111
270	0.3537500569
271	0.3534116823
272	0.3529965039
273	0.3527170974
274	0.3524089612
275	0.3523979272
276	0.3522481182
277	0.3520395285
278	0.3518202288
279	0.3514603268
280	0.3513331485
281	0.3509958264
282	0.3507510869
283	0.3505362818
284	0.3502860936
285	0.3500054738
286	0.3499723259
287	0.3499678351
288	0.349666447
289	0.349335636
290	0.3491762181
291	0.3488047251
292	0.348668159
293	0.34843089
294	0.3480857509
295	0.3478676478
296	0.3476714199
297	0.3474344837
298	0.3471639333
299	0.3468567961
300	0.3466742273
301	0.3464525218
302	0.3461809558
303	0.3458750621
304	0.345605507
305	0.3452458551
306	0.3450971731
307	0.3449823644
308	0.3446210034
309	0.3442673089
310	0.3439777576
311	0.3435404733
312	0.3434119406
313	0.3431595234
314	0.3430971551
315	0.3430201025
316	0.3427574108
317	0.3424954821
318	0.3423887009
319	0.3419656748
320	0.341750584
321	0.3413703674
322	0.3411616671
323	0.3409028414
324	0.3406054624
325	0.3403415735
326	0.3401204461
327	0.3399355925
328	0.3397080051
329	0.3395318374
330	0.3392808345
331	0.3389838921
332	0.3386067766
333	0.3383369412
334	0.3379002092
335	0.3375151784
336	0.3372364291
337	0.3370171827
338	0.3368570537
339	0.3366077653
340	0.3362792736
341	0.3360713127
342	0.335958664
343	0.3356645532
344	0.3354536113
345	0.3351060714
346	0.334915426
347	0.3347057188
348	0.3344949166
349	0.3342153075
350	0.3339547442
351	0.3337625442
352	0.3334005983
353	0.3330022041
354	0.3326938486
355	0.3325896957
356	0.3324456357
357	0.3323640696
358	0.3321809042
359	0.3319561845
360	0.3317490688
361	0.3315777519
362	0.3313376518
363	0.331268876
364	0.3309967783
365	0.3309909341
366	0.3307716914
367	0.3305472762
368	0.3302618061
369	0.3300844948
370	0.3298750913
371	0.3297519197
372	0.329547851
373	0.3293727743
374	0.3291219664
375	0.3289961726
376	0.3288496233
377	0.3288091271
378	0.3286941269
379	0.328394188
380	0.328197337
381	0.3279210385
382	0.3277911717
383	0.3276907527
384	0.3274187349
385	0.3271758251
386	0.3268930782
387	0.3267970565
388	0.3265623666
389	0.3262793246
390	0.3261002476
391	0.3259259559
392	0.3257179901
393	0.3255220816
394	0.3253672155
395	0.3252424455
396	0.3251261043
397	0.3248786228
398	0.3247238625
399	0.3245938933
400	0.3243738669
401	0.324133384
402	0.3239440205
403	0.3237714361
404	0.3234356867
405	0.323257822
406	0.3229821672
407	0.3228253683
408	0.3225690911
409	0.3223758177
410	0.3220985305
411	0.3219735644
412	0.3217742995
413	0.3214332183
414	0.3211357881
415	0.3209437888
416	0.3207490794
417	0.3205767409
418	0.3203639228
419	0.3202370267
420	0.3200372622
421	0.319674349
422	0.3195216329
423	0.3195127802
424	0.3195094668
425	0.3194059703
426	0.3191025597
427	0.3189495803
428	0.318632146
429	0.3184997317
430	0.3184279969
431	0.3182548214
432	0.3179050037
433	0.3177167995
434	0.3174034973
435	0.3172749003
436	0.3170354621
437	0.3168504928
438	0.3168389976
439	0.3166409328
440	0.316515823
441	0.3163423195
442	0.3161067029
443	0.3159452305
444	0.3157277904
445	0.3155129471
446	0.3153878449
447	0.3153602577
448	0.3151133079
449	0.314903425
450	0.3147070487
451	0.31446742
452	0.3143332319
453	0.3142180156
454	0.3140905972
455	0.3137857224
456	0.3135678421
457	0.3133613274
458	0.3130921119
459	0.3127974313
460	0.3126202787
461	0.3123781097
462	0.3122106962
463	0.3122045495
464	0.3120042733
465	0.3119043867
466	0.3117462303
467	0.3116390986
468	0.3113983707
469	0.3112170359
470	0.3109990604
471	0.3109673334
472	0.3107028383
473	0.3104690268
474	0.310212581
475	0.3100423852
476	0.309824071
477	0.3096486977
478	0.3094093342
479	0.3091836175
480	0.3089160129
481	0.3087829779
482	0.3085810724
483	0.3083936074
484	0.3083767651
485	0.3080955437
486	0.307906402
487	0.3077224263
488	0.307534572
489	0.307344021
490	0.3071290667
491	0.3069013323
492	0.306605579
493	0.3064731674
494	0.3063077334
495	0.3061118803
496	0.3059299299
497	0.3058581166
498	0.3056743175
499	0.3055951734
500	0.3055198483
501	0.3053469455
502	0.3052333275
503	0.305042468
504	0.3048269532
505	0.3046360905
506	0.3044141075
507	0.3041531457
508	0.3039920286
509	0.3038794051
510	0.3037307958
511	0.3034748122
512	0.3033376051
513	0.3031224448
514	0.3030093894
515	0.3028330102
516	0.3026825114
517	0.3026092113
518	0.3023855963
519	0.3022575103
520	0.3020950354
521	0.3019518252
522	0.3016671279
523	0.3015133147
524	0.3013513133
525	0.3012479593
526	0.3010711946
527	0.3007332913
528	0.3005180298
529	0.3002396451
530	0.3000431329
531	0.2998810857
532	0.2997285405
533	0.2996342358
534	0.2994755338
535	0.2993313756
536	0.2991486986
537	0.2990211577
538	0.2987713517
539	0.2986061151
540	0.2985188701
541	0.2983206415
542	0.2981094381
543	0.2980183755
544	0.2978681691
545	0.2977151091
546	0.2975055834
547	0.2973942689
548	0.2971752692
549	0.2970330965
550	0.296693901
551	0.2965721541
552	0.2963728663
553	0.2961892451
554	0.2960894567
555	0.295853376
556	0.2956895817
557	0.2955673865
558	0.2954166581
559	0.2951974896
560	0.2949516705
561	0.2945548203
562	0.294534916
563	0.2943263238
564	0.2942034121
565	0.2940538202
566	0.2939363748
567	0.2937858604
568	0.2936515432
569	0.2934737211
570	0.2933707095
571	0.2932443933
572	0.2930707922
573	0.2929276466
574	0.2928287152
575	0.2925775793
576	0.2924896531
577	0.2923618511
578	0.2921646367
579	0.2919218872
580	0.2917512138
581	0.2915428542
582	0.2914305424
583	0.29116536
584	0.2909880199
585	0.2908652402
586	0.2906996946
587	0.2906193225
588	0.2904543071
589	0.2902848098
590	0.2901264999
591	0.2900131886
592	0.2898144292
593	0.2896448531
594	0.2895418361
595	0.2893383968
596	0.2891913267
597	0.2890393614
598	0.2887868067
599	0.288628746
600	0.2884498315
601	0.2882244567
602	0.2880732226
603	0.287861887
604	0.287680915
605	0.2875709937
606	0.2873021152
607	0.2872053862
608	0.2869805817
609	0.2867987296
610	0.2867117164
611	0.2865670899
612	0.2865302426
613	0.2864782294
614	0.286319797
615	0.2862116305
616	0.2861063915
617	0.2859080726
618	0.2857400717
619	0.2856248262
620	0.2855042868
621	0.2853078044
622	0.2852953573
623	0.2850367484
624	0.2848866048
625	0.2847015885
626	0.2845367608
627	0.2844928385
628	0.2843572022
629	0.2840872992
630	0.2839513819
631	0.2837856492
632	0.2836303938
633	0.2835138385
634	0.2833498409
635	0.2831243726
636	0.2829310098
637	0.2826942013
638	0.2824627561
639	0.2822652358
640	0.2821630388
641	0.2819188786
642	0.2817620981
643	0.2815986157
644	0.2814218048
645	0.2813634912
646	0.2812276449
647	0.2811293302
648	0.2809574312
649	0.2808917987
650	0.2807363622
651	0.2806666186
652	0.2805376787
653	0.2803819003
654	0.2801624589
655	0.2800116989
656	0.2798447838
657	0.2795750599
658	0.2794332911
659	0.2791724376
660	0.2789813321
661	0.2788096977
662	0.2786344465
663	0.2785551704
664	0.2784106725
665	0.278405201
666	0.278101247
667	0.2779522867
668	0.2778517617
669	0.277733836
670	0.2775627698
671	0.2774439373
672	0.2773009902
673	0.2771275372
674	0.2770168095
675	0.2767648189
676	0.2767059131
677	0.2765827552
678	0.2764246496
679	0.2762180512
680	0.2760952805
681	0.2758736469
682	0.2757736827
683	0.2756433084
684	0.2754784909
685	0.2753108415
686	0.2750776338
687	0.275004859
688	0.2747272891
689	0.2744955833
690	0.2743477336
691	0.2742320639
692	0.2741526956
693	0.2739434332
694	0.2736920545
695	0.2734962053
696	0.2734526683
697	0.2731634501
698	0.2729795159
699	0.2727521717
700	0.2725415486
701	0.272461208
702	0.2724107226
703	0.2722916963
704	0.2721679726
705	0.2720511238
706	0.2720010996
707	0.271841993
708	0.2716651429
709	0.2715692732
710	0.2714716682
711	0.2713173266
712	0.271252032
713	0.2711226269
714	0.2709788604
715	0.2707789138
716	0.2706774322
717	0.2705308111
718	0.2704410358
719	0.2702989064
720	0.2701320655
721	0.2700247703
722	0.2698815558
723	0.2698185205
724	0.2697602887
725	0.2695803979
726	0.2693288454
727	0.2692296672
728	0.2691327446
729	0.2690321693
730	0.2687424119
731	0.2686421372
732	0.2685464056
733	0.2684432782
734	0.268403759
735	0.2681740622
736	0.2681229464
737	0.2680063563
738	0.2678650141
739	0.267702088
740	0.2674920204
741	0.2674133178
742	0.2671958084
743	0.2671043087
744	0.2669776428
745	0.2668904422
746	0.2668358646
747	0.2667002945
748	0.266557373
749	0.2664358947
750	0.2663010855
751	0.2662390931
752	0.2660579059
753	0.2658526435
754	0.2656056667
755	0.2655066501
756	0.2652757073
757	0.2650410746
758	0.2647964837
759	0.2646568876
760	0.2645786043
761	0.2644637725
762	0.2644189502
763	0.2642610323
764	0.2641063238
765	0.2639468155
766	0.2638020181
767	0.2636426273
768	0.2635756624
769	0.263510075
770	0.2634101386
771	0.2631607036
772	0.262965314
773	0.2628661143
774	0.2626885813
775	0.2626033852
776	0.2625175025
777	0.2623825027
778	0.2622454491
779	0.2622005633
780	0.2620461164
781	0.2618983006
782	0.2617380064
783	0.2615565025
784	0.2613571663
785	0.2611781651
786	0.2610720278
787	0.2609383507
788	0.2607262012
789	0.2605343102
790	0.2603827664
791	0.2603100033
792	0.2601858483
793	0.260182924
794	0.2600571168
795	0.2599843918
796	0.2599182245
797	0.2598380302
798	0.2597423631
799	0.2596030183
800	0.2594515179
801	0.25928355
802	0.2591248243
803	0.2590086401
804	0.2588403261
805	0.2586723044
806	0.2584966408
807	0.2583476361
808	0.2582153988
809	0.2581207266
810	0.2578984329
811	0.2577486999
812	0.2576399532
813	0.2575183404
814	0.2573326011
815	0.2572873416
816	0.2571778057
817	0.2570354774
818	0.2568719172
819	0.2567796997
820	0.2566129854
821	0.2564420263
822	0.2563901626
823	0.2563282213
824	0.2562600864
825	0.2561320405
826	0.2560278944
827	0.2558331888
828	0.2558036666
829	0.2555766333
830	0.2552999231
831	0.2551576842
832	0.2551185303
833	0.2549500297
834	0.2547951607
835	0.254708984
836	0.2546012335
837	0.2544805282
838	0.2542909819
839	0.2541830027
840	0.2540262384
841	0.2539325987
842	0.2538531837
843	0.253710201
844	0.2536302889
845	0.2535890797
846	0.2534207655
847	0.2532544663
848	0.2530880836
849	0.2529372784
850	0.252737061
851	0.2526543906
852	0.2524961351
853	0.2523498515
854	0.2521973844
855	0.2520217935
856	0.2519433998
857	0.2518292036
858	0.2517131718
859	0.2515752067
860	0.2514861482
861	0.2514099153
862	0.2512664834
863	0.2512031488
864	0.2510059914
865	0.2508575975
866	0.250786359
867	0.2505917898
868	0.2504723098
869	0.2502977891
870	0.2502549136
871	0.2500977617
872	0.2499481082
873	0.2498836295
874	0.2497455425
875	0.2496019429
876	0.2494798857
877	0.2493285152
878	0.2491118459
879	0.2489659795
880	0.2488697246
881	0.2487240219
882	0.2486251573
883	0.2484986533
884	0.2484394889
885	0.2482627691
886	0.2481671527
887	0.2480052343
888	0.2479291243
889	0.2478245733
890	0.2476260965
891	0.2474360488
892	0.2472497629
893	0.2471163917
894	0.2469627857
895	0.2467942606
896	0.2466058229
897	0.2464734669
898	0.2462558388
899	0.2461995505
900	0.2461255475
901	0.2460026796
902	0.2459283121
903	0.2458697203
904	0.2457849018
905	0.2456747923
906	0.2455982455
907	0.2454136732
908	0.2453101339
909	0.2451756254
910	0.2450029259
911	0.2449525055
912	0.2446354203
913	0.2444728695
914	0.2442952857
915	0.2441025733
916	0.2439729022
917	0.2438981706
918	0.243788599
919	0.2436669909
920	0.2434959097
921	0.2433474879
922	0.2431624747
923	0.2430321841
924	0.2429357677
925	0.2426982109
926	0.24250105
927	0.242467878
928	0.242335801
929	0.2423232638
930	0.2421808979
931	0.2421082584
932	0.2419966232
933	0.2419106649
934	0.2418517596
935	0.2418114086
936	0.2416618286
937	0.2415518048
938	0.2414915832
939	0.2414518162
940	0.2413934347
941	0.2412635113
942	0.2411950417
943	0.2411275873
944	0.2409344798
945	0.2408920226
946	0.2408302659
947	0.2406312978
948	0.2404275788
949	0.2403414754
950	0.240300243
951	0.2402631523
952	0.2402116948
953	0.2400930284
954	0.2399832046
955	0.2398647442
956	0.2397784515
957	0.2396451966
958	0.2395135929
959	0.2394844851
960	0.2393420658
961	0.2391738247
962	0.2390532678
963	0.2389261815
964	0.238733186
965	0.238661925
966	0.238620318
967	0.2384998339
968	0.2384355946
969	0.2382226086
970	0.2381592828
971	0.2380237534
972	0.2378694528
973	0.2377094285
974	0.2376476841
975	0.237544587
976	0.2375101512
977	0.2373592713
978	0.2372727253
979	0.2371572779
980	0.237024299
981	0.2368990393
982	0.2368598739
983	0.2367782197
984	0.2367087658
985	0.2365950281
986	0.2364495232
987	0.2364046371
988	0.236330048
989	0.2362764027
990	0.2361832942
991	0.2361616727
992	0.2359742279
993	0.2358206435
994	0.2356570617
995	0.23562576
996	0.2354755979
997	0.2353123343
998	0.235251926
999	0.2350997551
